project_id	publication_id	project_number	publication_number	title	description	publication_date	publication_type	project_type	project_subtype	contracting_authority	canton	city	postal_code	country	submission_deadline	process_type	lots_type	estimated_amount	estimated_currency	award_decision_date	number_of_submissions	cpv_code	additional_cpv_codes	bkp_codes	ebkph_codes	ebkpt_codes	npk_codes	order_type	construction_type	construction_category	creation_language	interessant_vorhersage	interessant_wahrscheinlichkeit	combined_relevance_score
e85ebb3b-0150-4dc8-b684-e1dc2b009c60	ac663490-b9a9-4b60-bce7-447000e21db9	24099	24099-01	Werkleitungsbau Talholzstrasse Bottmingen	Ersatz Trinkwasser-Transitleitung WWRU Talholzstrasse Therwilerstrasse – Eugstlerweg und weitere Werkleitungen. Strassenbau inkl. Entwässerung und Randabschlüsse Walchenhüsliweg –&nbsp;Chnebelackerweg, Kanalisation Walchenhüsliweg – Chnebelackerweg. Erweiterung Wasserversorgung Gemeinde Bottmingen / Neueinbindung&nbsp;WWRU-Netz / Hausanschlüsse in offener und grabenloser AusführungErweiterung Elektrizitätsnetz und Teilersatz öffentliche BeleuchtungErneuerung Gas-Niederdruckleitung Therwilerstrasse – Lerchenstrasse / Er-neuerung Hausanschlüsse in offener und grabenloser Ausführung&nbsp;	2025-09-29	tender	tender	construction	Wasserwerk Reinach und Umgebung, WWR&U (AeBo)	BL	Bottmingen	4103	CH	2025-10-20T14:00:00+02:00	open	without					{'code': '45221250', 'label': {'de': 'Tiefbauarbeiten, ausser Tunneln, Schächten und Unterführungen', 'en': 'Underground work other than tunnels, shafts and subways', 'fr': 'Ouvrages souterrains autres que tunnels, puits et passages souterrains', 'it': 'Lavori in sotterraneo, esclusi gallerie, pozzi e sottopassaggi'}}					[{'code': '111', 'label': {'de': 'Regiearbeiten', 'en': 'Daywork', 'fr': 'Travaux en régie', 'it': 'Lavori a regia'}}, {'code': '113', 'label': {'de': 'Baustelleneinrichtung', 'en': 'Site establishment', 'fr': 'Installations de chantier', 'it': 'Impianto di cantiere'}}, {'code': '117', 'label': {'de': 'Abbrüche und Demontagen', 'en': 'Demolition and dismantling', 'fr': 'Démolitions et démontages', 'it': 'Demolizioni e smontaggi'}}, {'code': '151', 'label': {'de': 'Bauarbeiten für Werkleitungen', 'en': 'Construction works for utility mains', 'fr': 'Constructions de réseaux enterrés', 'it': 'Lavori per condotte interrate'}}, {'code': '211', 'label': {'de': 'Baugruben und Erdbau', 'en': 'Excavation and earthworks', 'fr': 'Fouilles et terrassements', 'it': 'Fosse di scavo e movimenti di terra'}}, {'code': '221', 'label': {'de': 'Fundationsschichten für Verkehrsanlagen', 'en': 'Sub-bases for transport routes', 'fr': 'Couches de fondation pour surfaces de circulation', 'it': 'Strati di fondazione'}}, {'code': '222', 'label': {'de': 'Abschlüsse, Pflästerungen, Plattendecken und Treppen', 'en': 'Segmental (sett, block and flag) paving, kerbing and steps', 'fr': 'Bordures, pavages, dallages et escaliers', 'it': 'Delimitazioni, selciati, lastricati e scale'}}, {'code': '223', 'label': {'de': 'Belagsarbeiten', 'en': 'Asphalt and concrete pavements', 'fr': 'Chaussées et revêtements', 'it': 'Pavimentazioni'}}, {'code': '237', 'label': {'de': 'Kanalisationen und Entwässerungen', 'en': 'Drainage and sewer systems', 'fr': 'Canalisations et évacuation des eaux', 'it': 'Canalizzazioni e opere di prosciugamento'}}]	construction	execution	civil_engineering	de	1	0.713580768802118	0.0
14ebfd70-33c4-4a23-9380-8b7dcb44aad9	01d6c9f4-0645-4122-9d0f-0624d4ca54a8	24968	24968-01	Sanierung Schulhaus Hintere Matten Trakt 2 und 3, 4107 Ettingen	Neue extensiv begrünte Flachdächer an zwei bestehenden Gebäuden, im Rahmen einer etappierten Gesamtsanierung. Abdichtungen mit Kunststofffolien. Inklusive Absturzsicherungssystem mit Reling. PV-Anlagen bauseits.	2025-10-10	tender	tender	construction	Gemeinde Ettingen	BL	Ettingen	4107	CH	2025-11-20T00:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}		"[{'code': '224.1', 'label': {'de': 'Dichtungsbeläge Flachdächer', 'en': 'Flat roof coverings/membranes', 'fr': ""Couches d'étanchéité toitures plates"", 'it': 'Impermeabilizzazione di tetti piani'}}]"				construction	execution	structural_engineering	de	1	0.7103547141194788	0.0
98ee1a31-251c-47f0-b601-5082b2f9ffe4	1230803f-02fd-45bc-bf57-75bfec867409	25236	25236-01	Beschaffung UEM - Unified Endpoint Management Lösung	Beschaffung UEM – Unified Endpoint Management Lösung	2025-10-17	tender	tender	service	Zentrale Beschaffungsstelle Kanton Basel-Landschaft	BL	Liestal	4410	CH	2025-12-09T15:00:00+01:00	open	without					"{'code': '72000000', 'label': {'de': 'IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung', 'en': 'IT services: consulting, software development, Internet and support', 'fr': ""Services de technologies de l'information, conseil, développement de logiciels, internet et appui"", 'it': 'Servizi informatici: consulenza, sviluppo di software, Internet e supporto'}}"						service			de	1	0.7047704207321929	0.0
96c571bc-22bf-49d2-8625-600cacff22cb	7cf9c26b-c893-466d-8efc-3ea6519d4c9a	23826	23826-01	Instandstellung Leimenweg	Am Leimenweg werden folgende Arbeiten ausgeführt:Ersatz Trinkwasserleitung, L =311mNeubau Sauberabwasserleitung, L = ca. 120mKomplettersatz Strassenkörper, A = ca. 2'000m2Neubau Elektrotrassee, L = ca. 306m	2025-10-02	tender	tender	construction	Gemeinde Lupsingen	BL	Lupsingen	4419	CH	2025-11-05T11:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}					[{'code': '111', 'label': {'de': 'Regiearbeiten', 'en': 'Daywork', 'fr': 'Travaux en régie', 'it': 'Lavori a regia'}}, {'code': '112', 'label': {'de': 'Prüfungen', 'en': 'Testing and inspection', 'fr': 'Essais', 'it': 'Prove'}}, {'code': '113', 'label': {'de': 'Baustelleneinrichtung', 'en': 'Site establishment', 'fr': 'Installations de chantier', 'it': 'Impianto di cantiere'}}, {'code': '116', 'label': {'de': 'Holzen und Roden', 'en': 'Felling and site clearance', 'fr': 'Coupes de bois et défrichements', 'it': 'Taglio alberi e dissodamenti'}}, {'code': '117', 'label': {'de': 'Abbrüche und Demontagen', 'en': 'Demolition and dismantling', 'fr': 'Démolitions et démontages', 'it': 'Demolizioni e smontaggi'}}, {'code': '151', 'label': {'de': 'Bauarbeiten für Werkleitungen', 'en': 'Construction works for utility mains', 'fr': 'Constructions de réseaux enterrés', 'it': 'Lavori per condotte interrate'}}, {'code': '211', 'label': {'de': 'Baugruben und Erdbau', 'en': 'Excavation and earthworks', 'fr': 'Fouilles et terrassements', 'it': 'Fosse di scavo e movimenti di terra'}}, {'code': '221', 'label': {'de': 'Fundationsschichten für Verkehrsanlagen', 'en': 'Sub-bases for transport routes', 'fr': 'Couches de fondation pour surfaces de circulation', 'it': 'Strati di fondazione'}}, {'code': '222', 'label': {'de': 'Abschlüsse, Pflästerungen, Plattendecken und Treppen', 'en': 'Segmental (sett, block and flag) paving, kerbing and steps', 'fr': 'Bordures, pavages, dallages et escaliers', 'it': 'Delimitazioni, selciati, lastricati e scale'}}, {'code': '223', 'label': {'de': 'Belagsarbeiten', 'en': 'Asphalt and concrete pavements', 'fr': 'Chaussées et revêtements', 'it': 'Pavimentazioni'}}, {'code': '237', 'label': {'de': 'Kanalisationen und Entwässerungen', 'en': 'Drainage and sewer systems', 'fr': 'Canalisations et évacuation des eaux', 'it': 'Canalizzazioni e opere di prosciugamento'}}]	construction	execution	civil_engineering	de	1	0.7007753846081852	0.0
95112c83-44db-4bf2-bd34-d7d96b673771	3fd6b0c1-9be2-4fb7-a287-56528389b403	25824	25824-01	Architekturleistungen für Sanierung und Erweiterung Haus Sonnmatt	Architektur- und Baumanagementleistungen für einen Erweiterungsbau und die Bestandssanierung vom Haus Sonnmatt in Langenbruck, einer Wohneinrichtung für Menschen mit Behinderungen	2025-11-06	tender	tender	construction	Stiftung Inlumine (Planconsult W+B AG)	BL	Langenbruck	4438	CH	2025-12-15T17:00:00+01:00	open	without					"{'code': '71200000', 'label': {'de': 'Dienstleistungen von Architekturbüros', 'en': 'Architectural and related services', 'fr': ""Services d'architecture"", 'it': 'Servizi architettonici e servizi affini'}}"	"[{'code': '71240000', 'label': {'de': 'Dienstleistungen von Architektur- und Ingenieurbüros sowie planungsbezogene Leistungen', 'en': 'Architectural, engineering and planning services', 'fr': ""Services d'architecture, d'ingénierie et de planification"", 'it': 'Servizi architettonici, di ingegneria e pianificazione'}}]"	[{'code': '29', 'label': {'de': 'Honorare', 'en': 'Professional fees', 'fr': 'Honoraires', 'it': 'Onorari'}}]				construction	planning_and_execution	structural_engineering	de	1	0.6946356288086469	0.0
39528a69-a758-4c73-ae93-506193036d83	93b54a53-9333-4a01-b785-d6af86300e3f	26531	26531-01	Fahrpersonal für Ersatzverkehr BLT-Linien 11/12 (Basel Dreispitz - Aesch Dorf)	Die Leistung umfasst die Bereitstellung von bis zu 25 geeigneten Chauffeuren/Chauffeusen im Busbereich durch ein Dienstleistungsunternehmen im Sinne eines Personalverleihers, welches die BLT Baselland Transport AG im Rahmen der Ersatzverkehrsleistungen für die Tramlinien 11 und 12 unterstützt.	2025-11-06	tender	tender	service	BLT Baselland Transport AG	BL	Oberwil BL	4104	CH	2025-12-19T14:00:00+01:00	open	without					{'code': '79620000', 'label': {'de': 'Überlassung von Personal einschliesslich Zeitarbeitskräfte', 'en': 'Supply services of personnel including temporary staff', 'fr': 'Services de mise à disposition de personnel, y compris de personnel temporaire', 'it': 'Servizi di fornitura di personale, compreso personale temporaneo'}}						service			de	1	0.6939912155678368	0.0
37b31fa2-b337-4fb2-b4b4-4ef448e4a118	7a29b90c-5249-4536-ae9a-1ab3991f2094	24071	24071-01	Business Laptops	"Business Laptops (14"" und 16""):2025: 170 Laptops2026:	100 Laptops Option auf weitere 50"	2025-09-30	tender	tender	supply	Kantonsspital Baselland	BL	Bruderholz	4101	CH	2025-11-10T12:00:00+01:00	open	without					{'code': '30213100', 'label': {'de': 'Tragbare Computer', 'en': 'Portable computers', 'fr': 'Ordinateurs portables', 'it': 'Computer portatili'}}						supply			de	1	0.6912322150170864	0.0
176ff437-ca3e-4aab-9ee6-0724e18679b1	5bb8e9b4-77b8-4cae-837a-36370f82f84c	24114	24114-01	Ausschreibung BKP 221.1 Fenster aus Holzmetall, 4414 Füllinsdorf	Fenster aus Holz-Metall gemäss Leistungsverzeichnis für den Neubau eines zweigeschossigen Primarschulgebäudes.	2025-10-02	tender	tender	construction	Gemeinde Füllinsdorf (Schwob, Sutter, Architekten AG)	BL	Füllinsdorf	4414	CH	2025-10-30T13:00:00+01:00	open	without					{'code': '45210000', 'label': {'de': 'Bauleistungen im Hochbau', 'en': 'Building construction work', 'fr': 'Travaux de construction de bâtiments', 'it': 'Lavori generali di costruzione di edifici'}}	"[{'code': '45421100', 'label': {'de': 'Einbau von Türen und Fenstern sowie Zubehör', 'en': 'Installation of doors and windows and related components', 'fr': ""Pose de portes et de fenêtres et d'éléments accessoires"", 'it': 'Installazione di porte, finestre e componenti connesse'}}]"	[{'code': '221.1', 'label': {'de': 'Fenster aus Holz-Metall', 'en': 'Timber/metal windows', 'fr': 'Fenêtre en bois-métal', 'it': 'Finestre di legno/metallo'}}]			[{'code': '371', 'label': {'de': 'Fenster und Fenstertüren', 'en': 'Windows and French doors', 'fr': 'Fenêtres et portes-fenêtres', 'it': 'Finestre'}}]	construction	execution	structural_engineering	de	1	0.6825011387800185	0.0
9305d375-b996-4846-95c7-50609a08a4f2	3174538d-025b-427b-8ae3-386350299452	24397	24397-01	Erneuerung Kunstrasen Sportplatz Känelboden	Rückbau und Entsorgung alter Kunstrasen (hoch verfüllt), Lieferung und Einbau neuer Kunstrasen (unverfüllt)	2025-10-06	tender	tender	construction	Einwohnergemeinde Therwil	BL	Therwil	4106	CH	2025-11-07T12:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}						construction	execution	civil_engineering	de	1	0.6811141919284043	0.0
edec76d1-0f76-45cf-9dd5-0cc7c6adb3fc	10c8016e-2ce4-4ea5-8c99-2740e1b64518	26458	26458-01	Kreditorenworkflow Kanton BL (KWF BL)	Aktuell erfolgt die Bearbeitung und Freigabe von Kreditorenbelegen (nachfolgend «Kreditorenworkflow – KWF BL» genannt) mittels einer SAP-Eigenentwicklung. Diese wurde ab 2012 etappenweise beim Kanton Basel-Landschaft eingeführt und danach entsprechend den Bedürfnissen der einzelnen Direktionen und deren Fachbereiche laufend ausgebaut und angepasst.Mit rund 2'000&nbsp;Benutzenden und einem Rechnungsvolumen von über 100'000&nbsp;Belegen pro Jahr ist der KWF&nbsp;BL ein etabliertes Werkzeug; die Verarbeitung aller Kreditorenrechnungen ist einer der zentralen Prozesse im Kanton Basel-Landschaft.	2025-11-17	tender	tender	service	Zentrale Beschaffungsstelle Kanton Basel-Landschaft	BL	Liestal	4410	CH	2026-02-11T15:00:00+01:00	open	without					"{'code': '72000000', 'label': {'de': 'IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung', 'en': 'IT services: consulting, software development, Internet and support', 'fr': ""Services de technologies de l'information, conseil, développement de logiciels, internet et appui"", 'it': 'Servizi informatici: consulenza, sviluppo di software, Internet e supporto'}}"	"[{'code': '48000000', 'label': {'de': 'Softwarepaket und Informationssysteme', 'en': 'Software package and information systems', 'fr': ""Logiciels et systèmes d'information"", 'it': 'Pacchetti software e sistemi di informazione'}}]"					service			de	1	0.674029588574485	0.0
25e40786-08c0-40c4-89a8-c12f87cb6445	50dfd82f-b0bd-47d5-8673-d835becb60b4	23892	23892-01	Sissach - Chienbergtunnel Hebungszone West UMa26	Bauliche Unterhaltsmassnahmen in der Hebungszone West des Chienbergtunnels	2025-09-23	tender	tender	construction	Zentrale Beschaffungsstelle Kanton Basel-Landschaft	BL	Sissach	4450	CH	2025-11-05T15:00:00+01:00	open	without					{'code': '45200000', 'label': {'de': 'Komplett- oder Teilbauleistungen im Hochbau sowie Tiefbauarbeiten', 'en': 'Works for complete or part construction and civil engineering work', 'fr': 'Travaux de construction complète ou partielle et travaux de génie civil', 'it': 'Lavori per la costruzione completa o parziale e ingegneria civile'}}	[{'code': '45221200', 'label': {'de': 'Bauarbeiten für Tunnel, Schächte und Unterführungen', 'en': 'Construction work for tunnels, shafts and subways', 'fr': 'Travaux de construction de tunnels, de puits et de passages souterrains', 'it': 'Lavori di costruzione di gallerie, pozzi e sottopassaggi'}}]					construction	execution	civil_engineering	de	1	0.6725393204109482	0.0
3de9cc17-122a-490f-9a19-87eb60516be3	781db0df-3097-4a48-aa48-3c7735810627	24876	24876-01	Hegenheimermattweg (Süd), Abschnitt Burgfeldermattweg bis Grabenring, Strassensanierung und Werkleitungsarbeiten	Der Hegenheimermattweg Süd ist eine 280m lange Verbindungsstrasse zwischen der Hegenheimerstrasse und dem Grabenring, an welchem er über einen Kreisel angeschlossen ist. Aufgrund der ungünstigen Auslegung der Verkehrsflächen werden diese im gesamten Projektperimeter optimiert. Die Strasse, welche im Einbahnregime betrieben wird und über welche eine kantonale Radroute im Gegenverkehr führt, ist teilweise schmal. Altersbedingt ist zudem im gesamten Perimeter der Strassenoberbau (Belag und Koffer) mitsamt den Randabschlüssen zu ersetzen. Diverse Werke werden ihre Leitungsnetze erneuern oder ergänzen.	2025-10-10	tender	tender	construction	Einwohnergemeinde Allschwil	BL	Allschwil	4123	CH	2025-11-17T11:30:00+01:00	open	without					{'code': '45233120', 'label': {'de': 'Strassenbauarbeiten', 'en': 'Road construction works', 'fr': 'Travaux de construction de routes', 'it': 'Lavori di costruzione di strade'}}						construction	execution	civil_engineering	de	1	0.6683212933972447	0.0
f2d49f9c-7724-453d-9350-86f1e617425e	d9b919be-5861-4afc-9cf5-07136f8302f5	22531	22531-01	Heizungssanierung Gemeindeverwaltung und Werkhof Pfeffingen	Für die gemeindeeigenen Gebäude Gemeindeverwaltung und Werkhof der Gemeinde Pfeffingen sind zwei Wärmepumpenanlagen im Rahmen der Umstellung der bestehenden Wärmeerzeugung von Gas auf erneuerbare Energien zu errichten sowie die bestehenden zentralen Wärmeverteilungen zu erneuern.	2025-08-29	tender	tender	construction	Einwohnergemeinde Pfeffingen	BL	Pfeffingen	4148	CH	2025-10-09T14:30:00+02:00	open	without					"{'code': '45331000', 'label': {'de': 'Installation von Heizungs-, Lüftungs- und Klimaanlagen', 'en': 'Heating, ventilation and air-conditioning installation work', 'fr': ""Travaux d'installation de matériel de chauffage, de ventilation et de climatisation"", 'it': 'Lavori di installazione di impianti di riscaldamento, ventilazione e climatizzazione'}}"	[{'code': '42511110', 'label': {'de': 'Wärmepumpen', 'en': 'Heat pumps', 'fr': 'Pompes à chaleur', 'it': 'Pompe di calore'}}]	[{'code': '242', 'label': {'de': 'Heizungsanlagen', 'en': 'Heating installations', 'fr': 'Installations de chauffage', 'it': 'Impianti di riscaldamento'}}, {'code': '342', 'label': {'de': 'Heizungsanlagen', 'en': 'Heating installations', 'fr': 'Installations de chauffage', 'it': 'Impianti di riscaldamento'}}]				construction	execution	structural_engineering	de	1	0.6635132624054562	0.0
f7622520-48c4-4f09-b5c6-f4f7b0f24d91	69b702c6-2465-42af-91ff-6f3c1b83d9f4	24251	24251-01	BKP 214 Holzbauarbeiten Grellingen	Holzbau- und Dachdeckerarbeiten	2025-09-27	tender	tender	construction	Einwohnergemeinde Grellingen	BL	Grellingen	4203	CH	2025-10-31T18:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}		[{'code': '214', 'label': {'de': 'Montagebau in Holz', 'en': 'Prefabricated timber construction', 'fr': 'Construction en bois', 'it': 'Costruzioni di legno'}}]			[{'code': '330', 'label': {'de': 'Zimmerarbeiten', 'en': 'Carpentry', 'fr': 'Charpenterie', 'it': 'Costruzioni in legno'}}]	construction	execution	structural_engineering	de	1	0.6548346115462166	0.0
88cb94a8-916b-457d-8f6e-886144980df8	a426926b-c6b0-4975-8f07-ca531ad5c409	22475	22475-02	PBL Haus B BKP 287 Baureinigung	Gemäss den Ausschreibungsunterlagen.	2025-09-20	tender	tender	construction	Psychiatrie Baselland	BL	Liestal	4410	CH	2025-10-09T10:00:00+02:00	open	without					{'code': '45210000', 'label': {'de': 'Bauleistungen im Hochbau', 'en': 'Building construction work', 'fr': 'Travaux de construction de bâtiments', 'it': 'Lavori generali di costruzione di edifici'}}		[{'code': '287', 'label': {'de': 'Baureinigung', 'en': 'Building cleaning', 'fr': 'Nettoyage du bâtiment', 'it': 'Pulizia dell’edificio'}}]				construction	planning_and_execution	structural_engineering	de	1	0.6092390659035747	0.0
